package,version,time
sequelize,1.4.0,2012-05-02T08:04:22.688Z
sequelize,1.4.1,2012-06-03T10:28:38.922Z
sequelize,1.5.0-alpha,2012-06-30T14:39:23.825Z
sequelize,1.5.0-beta,2012-07-05T16:04:30.599Z
sequelize,1.5.0-beta-2,2012-07-15T14:32:14.691Z
sequelize,1.5.0,2012-08-10T06:04:03.071Z
sequelize,1.5.1-alpha-1,2012-09-29T07:00:14.827Z
sequelize,1.6.0-alpha-1,2012-09-30T18:37:57.931Z
sequelize,1.6.0-alpha-2,2012-10-16T05:40:44.041Z
sequelize,1.6.0-alpha-3,2012-11-02T19:32:25.957Z
sequelize,1.6.0-beta-1,2012-11-15T20:40:18.405Z
sequelize,1.6.0-beta-2,2012-11-22T20:55:43.560Z
sequelize,1.6.0-beta-3,2012-11-23T19:06:23.595Z
sequelize,1.6.0-beta4,2012-11-25T18:55:01.486Z
sequelize,1.6.0,2013-04-02T10:21:23.575Z
sequelize,1.7.0-alpha1,2013-04-29T19:32:20.863Z
sequelize,1.7.0-alpha2,2013-05-24T07:39:14.864Z
sequelize,2.0.0-alpha1,2013-06-05T11:09:14.304Z
sequelize,2.0.0-alpha2,2013-06-10T05:35:32.163Z
sequelize,1.7.0-alpha3,2013-08-12T05:47:15.900Z
sequelize,2.0.0-alpha3,2013-08-12T05:48:27.285Z
sequelize,1.7.0-beta.0,2013-09-01T12:10:57.975Z
sequelize,2.0.0-beta.0,2013-09-01T12:13:18.012Z
sequelize,1.7.0-beta.1,2013-11-02T21:30:10.215Z
sequelize,2.0.0-beta.1,2013-11-02T21:35:37.539Z
sequelize,1.7.0-beta.2,2013-12-07T20:01:09.611Z
sequelize,2.0.0-beta.2,2013-12-07T20:04:58.697Z
sequelize,1.7.0-beta.3b,2013-12-30T12:22:32.674Z
sequelize,2.0.0-beta.3,2013-12-30T12:22:40.680Z
sequelize,1.7.0-beta.4a,2013-12-30T20:54:11.623Z
sequelize,2.0.0-beta.4,2013-12-30T20:54:22.876Z
sequelize,1.7.0-beta.5,2013-12-30T20:55:09.754Z
sequelize,2.0.0-beta.5,2013-12-30T20:55:17.853Z
sequelize,1.7.0-beta6,2014-01-04T15:24:01.493Z
sequelize,2.0.0-beta.6,2014-01-04T15:25:19.119Z
sequelize,1.7.0-beta7,2014-01-04T23:11:34.991Z
sequelize,2.0.0-beta.7,2014-01-04T23:11:51.065Z
sequelize,2.0.0-beta.8,2014-01-07T18:54:40.157Z
sequelize,1.7.0-beta8,2014-01-07T18:55:02.754Z
sequelize,1.7.0-rc1,2014-01-11T13:21:28.854Z
sequelize,2.0.0-dev1,2014-01-11T13:22:08.707Z
sequelize,1.7.0-rc2,2014-01-18T22:08:38.683Z
sequelize,2.0.0-dev2,2014-01-18T22:09:34.112Z
sequelize,1.7.0-rc3,2014-01-30T11:51:53.176Z
sequelize,2.0.0-dev3,2014-01-30T11:52:36.265Z
sequelize,1.7.0-rc4,2014-02-02T13:43:58.906Z
sequelize,2.0.0-dev4,2014-02-02T13:45:11.338Z
sequelize,2.0.0-dev5,2014-02-07T20:23:05.513Z
sequelize,1.7.0-rc5,2014-02-07T22:00:54.859Z
sequelize,1.7.0-rc6,2014-02-12T09:18:54.766Z
sequelize,2.0.0-dev6,2014-02-12T09:19:49.762Z
sequelize,2.0.0-dev7,2014-02-21T17:23:07.510Z
sequelize,1.7.0-rc7,2014-02-21T17:23:53.322Z
sequelize,2.0.0-dev8,2014-02-21T17:39:26.972Z
sequelize,1.7.0-rc8,2014-02-21T17:39:50.850Z
sequelize,1.7.0-rc9,2014-02-25T14:47:25.309Z
sequelize,2.0.0-dev9,2014-02-25T14:48:20.945Z
sequelize,2.0.0-dev10,2014-02-26T19:22:57.951Z
sequelize,1.7.0,2014-02-26T19:24:07.166Z
sequelize,1.7.1,2014-04-15T16:43:27.821Z
sequelize,1.7.2,2014-04-16T19:22:51.507Z
sequelize,1.7.3,2014-04-21T07:01:14.560Z
sequelize,2.0.0-dev11,2014-04-21T14:31:30.752Z
sequelize,1.7.4,2014-05-07T16:54:06.367Z
sequelize,1.7.5,2014-05-11T09:06:06.453Z
sequelize,1.7.7,2014-06-03T06:28:20.342Z
sequelize,1.7.8,2014-06-03T12:11:33.312Z
sequelize,1.7.9,2014-06-19T13:31:16.108Z
sequelize,2.0.0-dev12,2014-06-19T13:33:12.042Z
sequelize,1.7.10,2014-08-27T07:34:22.025Z
sequelize,2.0.0-dev13,2014-08-27T07:39:57.488Z
sequelize,2.0.0-rc1,2014-09-20T13:56:38.807Z
sequelize,2.0.0-rc2,2014-10-19T15:09:11.101Z
sequelize,2.0.0-rc3,2014-12-04T17:16:40.272Z
sequelize,2.0.0-rc4,2014-12-22T21:20:36.953Z
sequelize,2.0.0-rc5,2015-01-04T12:26:31.260Z
sequelize,2.0.0-rc6,2015-01-04T15:10:20.677Z
sequelize,2.0.0-rc7,2015-01-08T21:18:57.224Z
sequelize,2.0.0-rc8,2015-01-20T18:25:02.264Z
sequelize,2.0.0,2015-02-10T13:55:36.825Z
sequelize,2.0.1,2015-02-11T11:07:27.880Z
sequelize,2.0.2,2015-02-12T16:59:06.995Z
sequelize,2.0.3,2015-02-17T18:36:08.465Z
sequelize,2.0.4,2015-03-06T21:20:03.131Z
sequelize,2.0.5,2015-03-21T20:01:15.841Z
sequelize,2.0.6,2015-04-16T14:52:22.280Z
sequelize,2.1.0,2015-04-26T16:57:30.532Z
sequelize,2.1.1,2015-05-07T11:46:39.209Z
sequelize,2.1.2,2015-05-07T12:10:07.269Z
sequelize,2.1.3,2015-05-07T17:22:52.400Z
sequelize,3.0.0,2015-05-17T13:10:22.679Z
sequelize,3.0.1,2015-05-20T14:33:43.986Z
sequelize,3.1.0,2015-05-22T09:28:40.042Z
sequelize,3.1.1,2015-05-26T11:34:46.172Z
sequelize,3.2.0,2015-06-05T10:36:25.463Z
sequelize,1.7.11,2015-06-09T07:58:27.870Z
sequelize,3.3.0,2015-06-21T10:22:44.365Z
sequelize,3.3.1,2015-06-23T12:53:42.804Z
sequelize,3.3.2,2015-06-25T07:33:35.372Z
sequelize,3.4.0,2015-07-16T14:52:42.308Z
sequelize,3.4.1,2015-07-16T15:07:20.738Z
sequelize,3.5.0,2015-07-27T09:41:11.584Z
sequelize,3.5.1,2015-07-27T11:18:38.151Z
sequelize,3.6.0,2015-08-20T09:30:01.676Z
sequelize,3.7.0,2015-09-03T08:08:07.395Z
sequelize,3.7.1,2015-09-03T08:48:24.109Z
sequelize,3.8.0,2015-09-09T14:07:18.915Z
sequelize,3.9.0,2015-09-17T11:27:20.019Z
sequelize,3.10.0,2015-09-30T07:10:02.925Z
sequelize,3.11.0,2015-10-04T20:53:06.749Z
sequelize,3.12.0,2015-10-13T12:56:41.923Z
sequelize,3.12.1,2015-10-15T13:22:05.258Z
sequelize,3.12.2,2015-10-19T10:08:55.717Z
sequelize,3.13.0,2015-10-27T18:55:45.894Z
sequelize,3.14.0,2015-11-18T21:19:52.262Z
sequelize,3.14.1,2015-11-20T14:17:23.102Z
sequelize,3.14.2,2015-11-27T12:18:59.976Z
sequelize,3.15.0,2015-12-16T08:34:47.711Z
sequelize,3.15.1,2015-12-23T11:00:49.912Z
sequelize,3.16.0,2016-01-05T08:01:29.598Z
sequelize,3.17.0,2016-01-06T17:33:13.329Z
sequelize,3.17.1,2016-01-06T17:41:07.170Z
sequelize,3.17.2,2016-01-15T08:28:53.621Z
sequelize,3.17.3,2016-01-15T12:05:52.395Z
sequelize,3.18.0,2016-01-21T09:10:17.084Z
sequelize,3.19.0,2016-02-01T08:06:01.167Z
sequelize,3.19.1,2016-02-03T08:18:40.718Z
sequelize,3.19.2,2016-02-05T08:18:49.463Z
sequelize,3.19.3,2016-02-18T11:35:46.595Z
sequelize,3.20.0,2016-03-21T15:13:44.817Z
sequelize,3.21.0,2016-04-04T07:42:12.217Z
sequelize,3.22.0,2016-04-26T06:44:31.877Z
sequelize,3.23.0,2016-05-06T09:55:42.154Z
sequelize,3.23.1,2016-05-12T10:29:08.158Z
sequelize,3.23.2,2016-05-15T21:06:16.396Z
sequelize,3.23.3,2016-05-26T08:41:54.861Z
sequelize,4.0.0-0,2016-05-28T08:16:09.461Z
sequelize,3.23.4,2016-06-23T18:25:16.206Z
sequelize,3.23.5,2016-07-19T07:17:05.578Z
sequelize,3.23.6,2016-07-19T11:50:48.436Z
sequelize,3.24.0,2016-08-11T15:03:59.820Z
sequelize,3.24.1,2016-08-18T11:43:13.020Z
sequelize,4.0.0-1,2016-08-18T15:31:55.424Z
sequelize,3.24.2,2016-09-07T07:30:25.356Z
sequelize,4.0.0-2,2016-09-12T07:13:18.104Z
sequelize,3.24.3,2016-09-12T08:40:41.090Z
sequelize,3.24.4,2016-10-17T19:25:30.297Z
sequelize,3.24.5,2016-10-21T12:51:00.657Z
sequelize,3.24.6,2016-10-25T11:18:59.987Z
sequelize,3.24.7,2016-11-03T08:26:10.139Z
sequelize,3.24.8,2016-11-04T13:16:30.353Z
sequelize,3.25.0,2016-11-10T12:37:53.356Z
sequelize,3.25.1,2016-11-16T11:49:50.511Z
sequelize,3.26.0,2016-11-17T11:03:39.395Z
sequelize,3.27.0,2016-11-18T13:25:49.330Z
sequelize,3.28.0,2016-12-20T12:18:23.189Z
sequelize,3.29.0,2017-01-06T14:04:45.750Z
sequelize,3.30.0,2017-01-24T08:01:46.551Z
sequelize,3.30.1,2017-01-31T16:02:25.144Z
sequelize,3.30.2,2017-02-08T10:37:37.603Z
sequelize,3.30.3,2017-03-24T12:09:12.702Z
sequelize,3.30.4,2017-03-27T14:28:55.718Z
sequelize,4.0.0,2017-06-07T17:02:20.499Z
sequelize,4.1.0,2017-06-12T09:41:52.284Z
sequelize,4.2.0,2017-06-21T12:46:43.869Z
sequelize,4.2.1,2017-06-29T08:56:57.605Z
sequelize,4.3.0,2017-07-09T18:36:27.983Z
sequelize,4.3.1,2017-07-11T13:31:02.060Z
sequelize,4.3.2,2017-07-13T08:17:08.995Z
sequelize,4.4.0,2017-07-20T08:59:46.221Z
sequelize,4.4.1,2017-07-21T22:28:16.322Z
sequelize,4.4.2,2017-07-22T10:58:01.789Z
sequelize,4.4.3,2017-08-11T10:16:40.856Z
sequelize,4.4.4,2017-08-13T12:51:39.387Z
sequelize,4.4.5,2017-08-13T14:47:52.696Z
sequelize,4.4.6,2017-08-13T17:23:48.983Z
sequelize,4.4.7,2017-08-13T17:42:28.683Z
sequelize,4.4.8,2017-08-14T04:57:41.809Z
sequelize,4.4.9,2017-08-14T06:47:10.279Z
sequelize,4.4.10,2017-08-14T11:32:24.311Z
sequelize,4.5.0,2017-08-15T07:32:24.297Z
sequelize,4.6.0,2017-08-19T08:09:18.106Z
sequelize,4.7.0,2017-08-23T03:09:25.894Z
sequelize,4.7.1,2017-08-23T11:03:42.037Z
sequelize,4.7.2,2017-08-23T18:18:57.584Z
sequelize,4.7.3,2017-08-24T13:19:53.895Z
sequelize,4.7.4,2017-08-24T18:28:55.485Z
sequelize,4.7.5,2017-08-24T19:05:39.912Z
sequelize,4.8.0,2017-08-30T15:30:58.233Z
sequelize,4.8.1,2017-09-07T17:33:33.955Z
sequelize,4.8.2,2017-09-07T17:42:14.465Z
sequelize,4.8.3,2017-09-11T15:24:39.257Z
sequelize,4.8.4,2017-09-15T04:08:21.260Z
sequelize,4.9.0,2017-09-20T19:13:13.442Z
sequelize,4.10.0,2017-09-21T15:49:24.597Z
sequelize,4.10.1,2017-09-23T08:21:27.347Z
sequelize,4.10.2,2017-09-23T09:12:13.424Z
sequelize,4.10.3,2017-09-24T08:04:24.602Z
sequelize,4.11.0,2017-09-25T15:48:08.473Z
sequelize,4.11.1,2017-09-26T13:38:31.408Z
sequelize,4.11.2,2017-09-28T09:55:04.166Z
sequelize,4.11.3,2017-09-28T11:41:44.742Z
sequelize,4.11.4,2017-09-29T06:09:02.036Z
sequelize,4.11.5,2017-09-29T10:48:05.648Z
sequelize,4.11.6,2017-09-30T05:14:11.331Z
sequelize,4.11.7,2017-09-30T06:16:01.214Z
sequelize,4.12.0,2017-09-30T10:37:26.360Z
sequelize,4.13.0,2017-09-30T16:34:38.995Z
sequelize,4.13.1,2017-10-01T07:27:49.010Z
sequelize,4.13.2,2017-10-02T06:32:34.232Z
sequelize,4.13.3,2017-10-03T17:45:50.659Z
sequelize,4.13.4,2017-10-04T06:54:45.201Z
sequelize,4.13.5,2017-10-04T09:11:08.100Z
sequelize,4.13.6,2017-10-09T06:50:42.018Z
sequelize,4.13.7,2017-10-09T16:38:11.794Z
sequelize,4.13.8,2017-10-09T16:47:20.171Z
sequelize,4.13.9,2017-10-13T05:05:07.214Z
sequelize,4.13.10,2017-10-13T05:21:26.760Z
sequelize,4.13.11,2017-10-14T08:01:30.831Z
sequelize,4.13.12,2017-10-14T08:36:10.742Z
sequelize,4.13.13,2017-10-14T09:22:59.065Z
sequelize,4.13.14,2017-10-14T09:59:21.121Z
sequelize,4.13.15,2017-10-14T10:53:33.570Z
sequelize,4.13.16,2017-10-15T10:05:20.764Z
sequelize,4.13.17,2017-10-15T11:10:11.365Z
sequelize,4.14.0,2017-10-16T03:52:35.222Z
sequelize,4.15.0,2017-10-17T14:03:57.860Z
sequelize,4.15.1,2017-10-21T19:15:45.431Z
sequelize,4.15.2,2017-10-22T10:56:40.836Z
sequelize,4.16.0,2017-10-23T04:54:10.699Z
sequelize,4.16.1,2017-10-23T12:54:49.590Z
sequelize,4.16.2,2017-10-23T16:59:43.314Z
sequelize,4.17.0,2017-10-23T18:19:03.279Z
sequelize,4.17.1,2017-10-24T06:07:29.007Z
sequelize,4.17.2,2017-10-24T15:57:48.696Z
sequelize,4.18.0,2017-10-26T05:07:31.775Z
sequelize,4.19.0,2017-10-27T06:30:16.681Z
sequelize,4.20.0,2017-10-30T06:55:23.105Z
sequelize,4.20.1,2017-10-30T07:01:12.769Z
sequelize,4.20.2,2017-11-01T04:24:20.537Z
sequelize,4.20.3,2017-11-01T04:28:40.899Z
sequelize,4.21.0,2017-11-02T06:30:06.645Z
sequelize,4.22.0,2017-11-02T07:23:11.162Z
sequelize,4.22.1,2017-11-03T05:21:59.395Z
sequelize,4.22.2,2017-11-04T05:45:38.601Z
sequelize,4.22.3,2017-11-04T18:04:57.071Z
sequelize,4.22.4,2017-11-04T18:09:04.421Z
sequelize,4.22.5,2017-11-05T04:43:59.272Z
sequelize,4.22.6,2017-11-10T11:21:37.615Z
sequelize,4.22.7,2017-11-16T09:33:57.864Z
sequelize,4.22.8,2017-11-18T11:36:10.532Z
sequelize,4.22.9,2017-11-20T17:06:41.839Z
sequelize,4.22.10,2017-11-21T04:50:05.505Z
sequelize,4.22.11,2017-11-21T04:58:33.628Z
sequelize,4.22.12,2017-11-22T18:03:46.355Z
sequelize,4.22.13,2017-11-23T03:59:53.164Z
sequelize,4.22.14,2017-11-23T04:52:22.868Z
sequelize,4.22.15,2017-11-23T06:51:02.174Z
sequelize,4.22.16,2017-11-25T05:11:24.181Z
sequelize,4.23.0,2017-11-25T07:48:55.751Z
sequelize,4.23.1,2017-11-26T05:36:11.775Z
sequelize,3.31.0,2017-11-28T12:46:35.056Z
sequelize,4.23.2,2017-11-28T16:51:59.816Z
sequelize,4.23.3,2017-11-30T08:17:11.592Z
sequelize,4.23.4,2017-11-30T08:23:29.770Z
sequelize,3.31.1,2017-12-01T13:38:15.276Z
sequelize,4.24.0,2017-12-02T04:48:21.253Z
sequelize,4.25.0,2017-12-03T07:47:47.967Z
sequelize,4.25.1,2017-12-03T07:54:28.575Z
sequelize,4.25.2,2017-12-04T08:09:28.980Z
sequelize,4.26.0,2017-12-04T08:15:49.987Z
sequelize,4.27.0,2017-12-06T16:28:41.935Z
sequelize,4.28.0,2017-12-11T07:22:12.416Z
sequelize,4.28.1,2017-12-13T13:55:14.818Z
sequelize,4.28.2,2017-12-15T08:04:34.755Z
sequelize,4.28.3,2017-12-16T06:29:17.230Z
sequelize,4.28.4,2017-12-16T12:47:45.783Z
sequelize,4.28.5,2017-12-16T13:22:19.331Z
sequelize,4.28.6,2017-12-18T11:46:17.634Z
sequelize,4.28.7,2018-01-04T10:16:14.214Z
sequelize,4.28.8,2018-01-05T06:46:20.296Z
sequelize,4.29.0,2018-01-05T11:57:54.115Z
sequelize,4.29.1,2018-01-08T09:34:59.028Z
sequelize,4.29.2,2018-01-08T11:42:43.228Z
sequelize,4.29.3,2018-01-09T09:01:32.389Z
sequelize,4.30.0,2018-01-09T15:43:59.935Z
sequelize,4.30.1,2018-01-09T15:51:33.833Z
sequelize,4.30.2,2018-01-10T03:45:45.318Z
sequelize,4.31.0,2018-01-10T14:04:09.107Z
sequelize,4.31.1,2018-01-13T09:00:33.043Z
sequelize,4.31.2,2018-01-14T08:07:26.781Z
sequelize,4.32.0,2018-01-22T08:10:11.944Z
sequelize,4.32.1,2018-01-22T14:47:34.930Z
sequelize,4.32.2,2018-01-26T11:08:54.675Z
sequelize,4.32.3,2018-02-02T09:14:18.895Z
sequelize,4.32.4,2018-02-03T11:43:37.550Z
sequelize,4.32.5,2018-02-03T12:03:34.071Z
sequelize,4.32.6,2018-02-03T16:49:53.205Z
sequelize,4.32.7,2018-02-06T03:57:56.053Z
sequelize,4.33.0,2018-02-07T05:00:02.438Z
sequelize,4.33.1,2018-02-08T11:36:59.494Z
sequelize,3.31.2,2018-02-09T13:30:30.084Z
sequelize,4.33.2,2018-02-09T14:27:29.208Z
sequelize,4.33.3,2018-02-11T06:23:59.430Z
sequelize,4.33.4,2018-02-13T05:05:48.432Z
sequelize,4.34.0,2018-02-25T08:54:47.459Z
sequelize,4.34.1,2018-02-27T08:08:59.390Z
sequelize,4.35.0,2018-02-28T06:35:17.985Z
sequelize,4.35.1,2018-03-01T10:57:03.806Z
sequelize,3.32.1,2018-03-04T05:43:28.557Z
sequelize,4.35.2,2018-03-04T14:35:02.045Z
sequelize,4.35.3,2018-03-10T04:59:37.672Z
sequelize,4.35.4,2018-03-10T05:36:10.072Z
sequelize,4.35.5,2018-03-10T09:09:10.255Z
sequelize,0.0.0-development,2018-03-10T17:47:07.904Z
sequelize,5.0.0-0,2018-03-10T18:23:13.186Z
sequelize,4.35.6,2018-03-10T18:55:18.802Z
sequelize,5.0.0,2018-03-10T19:14:47.054Z
sequelize,5.0.1,2018-03-10T19:24:13.212Z
sequelize,4.36.0,2018-03-11T05:22:03.133Z
sequelize,4.36.1,2018-03-13T08:28:02.944Z
sequelize,4.37.0,2018-03-15T04:13:03.937Z
sequelize,4.37.1,2018-03-16T05:24:18.829Z
sequelize,4.37.2,2018-03-19T09:22:17.179Z
sequelize,4.37.3,2018-03-20T05:19:32.548Z
sequelize,4.37.4,2018-03-22T11:17:35.738Z
sequelize,5.0.0-beta,2018-03-24T08:17:29.705Z
sequelize,4.37.5,2018-03-29T04:53:29.716Z
sequelize,5.0.0-beta.1,2018-03-29T05:10:47.565Z
sequelize,4.37.6,2018-04-06T09:22:23.834Z
sequelize,5.0.0-beta.2,2018-04-08T11:03:57.538Z
sequelize,5.0.0-beta.3,2018-04-18T15:00:41.599Z
sequelize,5.0.0-beta.4,2018-04-29T10:58:13.750Z
sequelize,5.0.0-beta.5,2018-05-06T14:19:19.854Z
sequelize,4.37.7,2018-05-07T03:20:03.087Z
sequelize,3.33.0,2018-05-09T04:39:19.597Z
sequelize,5.0.0-beta.6,2018-05-19T08:31:26.445Z
sequelize,4.37.8,2018-05-19T09:05:14.911Z
sequelize,4.37.9,2018-05-24T17:50:23.675Z
sequelize,4.37.10,2018-05-25T15:34:24.632Z
sequelize,5.0.0-beta.7,2018-05-28T04:36:32.874Z
sequelize,5.0.0-beta.8,2018-06-17T13:40:23.057Z
sequelize,4.38.0,2018-06-21T03:48:25.768Z
sequelize,5.0.0-beta.9,2018-06-24T16:15:50.502Z
sequelize,5.0.0-beta.10,2018-07-22T11:57:31.943Z
sequelize,5.0.0-beta.11,2018-08-28T04:59:51.750Z
sequelize,5.0.0-beta.12,2018-09-08T13:53:02.505Z
sequelize,4.38.1,2018-09-12T06:07:50.440Z
sequelize,4.39.0,2018-09-25T06:45:25.942Z
sequelize,4.39.1,2018-10-16T09:43:05.485Z
sequelize,4.40.0,2018-10-19T11:26:04.231Z
sequelize,5.0.0-beta.13,2018-10-20T07:16:07.323Z
sequelize,4.41.0,2018-10-20T08:01:33.226Z
sequelize,5.0.0-beta.14,2018-11-04T11:31:47.385Z
sequelize,4.41.1,2018-11-07T06:10:11.170Z
sequelize,4.41.2,2018-11-12T05:43:14.255Z
sequelize,5.0.0-beta.15,2018-12-09T08:33:44.121Z
sequelize,4.42.0,2018-12-13T06:36:43.495Z
sequelize,3.34.0,2019-01-04T14:28:51.459Z
sequelize,5.0.0-beta.16,2019-01-18T07:03:57.070Z
sequelize,4.42.1,2019-02-27T06:20:01.444Z
sequelize,4.43.0,2019-03-03T07:08:24.115Z
sequelize,5.0.0-beta.17,2019-03-13T14:27:50.316Z
sequelize,5.1.0,2019-03-13T16:11:08.803Z
sequelize,5.1.1,2019-03-23T14:39:24.254Z
sequelize,5.2.0,2019-03-26T06:53:24.399Z
sequelize,5.2.1,2019-03-27T05:17:20.771Z
sequelize,5.2.2,2019-03-28T11:38:57.887Z
sequelize,5.2.3,2019-03-28T12:58:14.464Z
sequelize,5.2.4,2019-03-29T07:08:47.064Z
sequelize,5.2.5,2019-03-29T08:28:55.224Z
sequelize,5.2.6,2019-03-29T11:37:14.352Z
sequelize,5.2.7,2019-03-30T04:54:54.108Z
sequelize,4.43.1,2019-03-30T05:09:45.992Z
sequelize,5.2.8,2019-03-31T08:13:23.500Z
sequelize,5.2.9,2019-04-02T06:46:55.921Z
sequelize,5.2.10,2019-04-03T05:00:25.046Z
sequelize,5.2.11,2019-04-03T11:40:28.727Z
sequelize,5.2.12,2019-04-04T15:53:27.189Z
sequelize,5.2.13,2019-04-08T16:59:21.785Z
sequelize,5.2.14,2019-04-09T14:53:28.840Z
sequelize,5.2.15,2019-04-09T15:35:27.701Z
sequelize,5.3.0,2019-04-10T11:08:04.640Z
sequelize,5.3.1,2019-04-11T04:42:22.520Z
sequelize,5.3.2,2019-04-11T23:04:29.425Z
sequelize,5.3.3,2019-04-12T05:04:24.661Z
sequelize,5.3.4,2019-04-12T16:03:45.096Z
sequelize,5.3.5,2019-04-12T17:31:11.406Z
sequelize,4.43.2,2019-04-15T03:59:59.535Z
sequelize,5.4.0,2019-04-15T08:29:55.946Z
sequelize,5.5.0,2019-04-15T14:50:43.136Z
